List of all registered Items:
"REGISTRY_NAME","MOD_ID"
"<fairylights:light>","fairylights"
"<fairylights:light:1>","fairylights"
"<fairylights:light:2>","fairylights"
"<fairylights:light:3>","fairylights"
"<fairylights:light:4>","fairylights"
"<fairylights:light:5>","fairylights"
"<fairylights:light:6>","fairylights"
"<fairylights:light:7>","fairylights"
"<fairylights:light:8>","fairylights"
"<fairylights:light:9>","fairylights"
"<fairylights:light:10>","fairylights"
"<fairylights:light:11>","fairylights"
"<fairylights:light:12>","fairylights"
"<fairylights:light:13>","fairylights"
"<fairylights:light:14>","fairylights"
"<fairylights:light:15>","fairylights"
"<fairylights:light:16>","fairylights"
"<fairylights:light:17>","fairylights"
"<fairylights:light:18>","fairylights"
"<fairylights:light:19>","fairylights"
"<fairylights:light:20>","fairylights"
"<fairylights:light:21>","fairylights"
"<fairylights:light:22>","fairylights"
"<fairylights:light:23>","fairylights"
"<fairylights:light:24>","fairylights"
"<fairylights:light:25>","fairylights"
"<fairylights:light:26>","fairylights"
"<fairylights:light:27>","fairylights"
"<fairylights:light:28>","fairylights"
"<fairylights:light:29>","fairylights"
"<fairylights:light:30>","fairylights"
"<fairylights:light:31>","fairylights"
"<fairylights:light:32>","fairylights"
"<fairylights:light:33>","fairylights"
"<fairylights:light:34>","fairylights"
"<fairylights:light:35>","fairylights"
"<fairylights:light:36>","fairylights"
"<fairylights:light:37>","fairylights"
"<fairylights:light:38>","fairylights"
"<fairylights:light:39>","fairylights"
"<fairylights:light:40>","fairylights"
"<fairylights:light:41>","fairylights"
"<fairylights:light:42>","fairylights"
"<fairylights:light:43>","fairylights"
"<fairylights:light:44>","fairylights"
"<fairylights:light:45>","fairylights"
"<fairylights:light:46>","fairylights"
"<fairylights:light:47>","fairylights"
"<fairylights:light:48>","fairylights"
"<fairylights:light:49>","fairylights"
"<fairylights:light:50>","fairylights"
"<fairylights:light:51>","fairylights"
"<fairylights:light:52>","fairylights"
"<fairylights:light:53>","fairylights"
"<fairylights:light:54>","fairylights"
"<fairylights:light:55>","fairylights"
"<fairylights:light:56>","fairylights"
"<fairylights:light:57>","fairylights"
"<fairylights:light:58>","fairylights"
"<fairylights:light:59>","fairylights"
"<fairylights:light:60>","fairylights"
"<fairylights:light:61>","fairylights"
"<fairylights:light:62>","fairylights"
"<fairylights:light:63>","fairylights"
"<fairylights:light:64>","fairylights"
"<fairylights:light:65>","fairylights"
"<fairylights:light:66>","fairylights"
"<fairylights:light:67>","fairylights"
"<fairylights:light:68>","fairylights"
"<fairylights:light:69>","fairylights"
"<fairylights:light:70>","fairylights"
"<fairylights:light:71>","fairylights"
"<fairylights:light:72>","fairylights"
"<fairylights:light:73>","fairylights"
"<fairylights:light:74>","fairylights"
"<fairylights:light:75>","fairylights"
"<fairylights:light:76>","fairylights"
"<fairylights:light:77>","fairylights"
"<fairylights:light:78>","fairylights"
"<fairylights:light:79>","fairylights"
"<fairylights:light:80>","fairylights"
"<fairylights:light:81>","fairylights"
"<fairylights:light:82>","fairylights"
"<fairylights:light:83>","fairylights"
"<fairylights:light:84>","fairylights"
"<fairylights:light:85>","fairylights"
"<fairylights:light:86>","fairylights"
"<fairylights:light:87>","fairylights"
"<fairylights:light:88>","fairylights"
"<fairylights:light:89>","fairylights"
"<fairylights:light:90>","fairylights"
"<fairylights:light:91>","fairylights"
"<fairylights:light:92>","fairylights"
"<fairylights:light:93>","fairylights"
"<fairylights:light:94>","fairylights"
"<fairylights:light:95>","fairylights"
"<fairylights:light:112>","fairylights"
"<fairylights:light:113>","fairylights"
"<fairylights:light:114>","fairylights"
"<fairylights:light:115>","fairylights"
"<fairylights:light:116>","fairylights"
"<fairylights:light:117>","fairylights"
"<fairylights:light:118>","fairylights"
"<fairylights:light:119>","fairylights"
"<fairylights:light:120>","fairylights"
"<fairylights:light:121>","fairylights"
"<fairylights:light:122>","fairylights"
"<fairylights:light:123>","fairylights"
"<fairylights:light:124>","fairylights"
"<fairylights:light:125>","fairylights"
"<fairylights:light:126>","fairylights"
"<fairylights:light:127>","fairylights"
"<fairylights:light:128>","fairylights"
"<fairylights:light:129>","fairylights"
"<fairylights:light:130>","fairylights"
"<fairylights:light:131>","fairylights"
"<fairylights:light:132>","fairylights"
"<fairylights:light:133>","fairylights"
"<fairylights:light:134>","fairylights"
"<fairylights:light:135>","fairylights"
"<fairylights:light:136>","fairylights"
"<fairylights:light:137>","fairylights"
"<fairylights:light:138>","fairylights"
"<fairylights:light:139>","fairylights"
"<fairylights:light:140>","fairylights"
"<fairylights:light:141>","fairylights"
"<fairylights:light:142>","fairylights"
"<fairylights:light:143>","fairylights"
"<fairylights:light:144>","fairylights"
"<fairylights:light:145>","fairylights"
"<fairylights:light:146>","fairylights"
"<fairylights:light:147>","fairylights"
"<fairylights:light:148>","fairylights"
"<fairylights:light:149>","fairylights"
"<fairylights:light:150>","fairylights"
"<fairylights:light:151>","fairylights"
"<fairylights:light:152>","fairylights"
"<fairylights:light:153>","fairylights"
"<fairylights:light:154>","fairylights"
"<fairylights:light:155>","fairylights"
"<fairylights:light:156>","fairylights"
"<fairylights:light:157>","fairylights"
"<fairylights:light:158>","fairylights"
"<fairylights:light:159>","fairylights"
"<fairylights:light:160>","fairylights"
"<fairylights:light:161>","fairylights"
"<fairylights:light:162>","fairylights"
"<fairylights:light:163>","fairylights"
"<fairylights:light:164>","fairylights"
"<fairylights:light:165>","fairylights"
"<fairylights:light:166>","fairylights"
"<fairylights:light:167>","fairylights"
"<fairylights:light:168>","fairylights"
"<fairylights:light:169>","fairylights"
"<fairylights:light:170>","fairylights"
"<fairylights:light:171>","fairylights"
"<fairylights:light:172>","fairylights"
"<fairylights:light:173>","fairylights"
"<fairylights:light:174>","fairylights"
"<fairylights:light:175>","fairylights"
"<fairylights:light:176>","fairylights"
"<fairylights:light:177>","fairylights"
"<fairylights:light:178>","fairylights"
"<fairylights:light:179>","fairylights"
"<fairylights:light:180>","fairylights"
"<fairylights:light:181>","fairylights"
"<fairylights:light:182>","fairylights"
"<fairylights:light:183>","fairylights"
"<fairylights:light:184>","fairylights"
"<fairylights:light:185>","fairylights"
"<fairylights:light:186>","fairylights"
"<fairylights:light:187>","fairylights"
"<fairylights:light:188>","fairylights"
"<fairylights:light:189>","fairylights"
"<fairylights:light:190>","fairylights"
"<fairylights:light:191>","fairylights"
"<fairylights:light:192>","fairylights"
"<fairylights:light:193>","fairylights"
"<fairylights:light:194>","fairylights"
"<fairylights:light:195>","fairylights"
"<fairylights:light:196>","fairylights"
"<fairylights:light:197>","fairylights"
"<fairylights:light:198>","fairylights"
"<fairylights:light:199>","fairylights"
"<fairylights:light:200>","fairylights"
"<fairylights:light:201>","fairylights"
"<fairylights:light:202>","fairylights"
"<fairylights:light:203>","fairylights"
"<fairylights:light:204>","fairylights"
"<fairylights:light:205>","fairylights"
"<fairylights:light:206>","fairylights"
"<fairylights:light:207>","fairylights"
"<fairylights:light:208>","fairylights"
"<fairylights:light:209>","fairylights"
"<fairylights:light:210>","fairylights"
"<fairylights:light:211>","fairylights"
"<fairylights:light:212>","fairylights"
"<fairylights:light:213>","fairylights"
"<fairylights:light:214>","fairylights"
"<fairylights:light:215>","fairylights"
"<fairylights:light:216>","fairylights"
"<fairylights:light:217>","fairylights"
"<fairylights:light:218>","fairylights"
"<fairylights:light:219>","fairylights"
"<fairylights:light:220>","fairylights"
"<fairylights:light:221>","fairylights"
"<fairylights:light:222>","fairylights"
"<fairylights:light:223>","fairylights"
"<fairylights:light:224>","fairylights"
"<fairylights:light:225>","fairylights"
"<fairylights:light:226>","fairylights"
"<fairylights:light:227>","fairylights"
"<fairylights:light:228>","fairylights"
"<fairylights:light:229>","fairylights"
"<fairylights:light:230>","fairylights"
"<fairylights:light:231>","fairylights"
"<fairylights:light:232>","fairylights"
"<fairylights:light:233>","fairylights"
"<fairylights:light:234>","fairylights"
"<fairylights:light:235>","fairylights"
"<fairylights:light:236>","fairylights"
"<fairylights:light:237>","fairylights"
"<fairylights:light:238>","fairylights"
"<fairylights:light:239>","fairylights"
"<fairylights:pennant>","fairylights"
"<fairylights:pennant:1>","fairylights"
"<fairylights:pennant:2>","fairylights"
"<fairylights:pennant:3>","fairylights"
"<fairylights:pennant:4>","fairylights"
"<fairylights:pennant:5>","fairylights"
"<fairylights:pennant:6>","fairylights"
"<fairylights:pennant:7>","fairylights"
"<fairylights:pennant:8>","fairylights"
"<fairylights:pennant:9>","fairylights"
"<fairylights:pennant:10>","fairylights"
"<fairylights:pennant:11>","fairylights"
"<fairylights:pennant:12>","fairylights"
"<fairylights:pennant:13>","fairylights"
"<fairylights:pennant:14>","fairylights"
"<fairylights:pennant:15>","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 15 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 14 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 13 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 12 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 11 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 10 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 9 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 8 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 7 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 6 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 5 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 4 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 3 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 2 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 1 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:pennant_bunting>.withTag({pattern: [{color: 0 as byte}], text: {styling: [] as byte[] as byte[], value: """"}})","fairylights"
"<fairylights:tinsel>.withTag({color: 0 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 1 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 2 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 3 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 4 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 5 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 6 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 7 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 8 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 9 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 10 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 11 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 12 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 13 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 14 as byte})","fairylights"
"<fairylights:tinsel>.withTag({color: 15 as byte})","fairylights"
"<familiarfauna:bug_habitat>","familiarfauna"
"<familiarfauna:bug_net>","familiarfauna"
"<familiarfauna:ff_icon>","familiarfauna"
"<familiarfauna:pixie_dust>","familiarfauna"
"<familiarfauna:snail_shell>","familiarfauna"
"<familiarfauna:turkey_leg_cooked>","familiarfauna"
"<familiarfauna:turkey_leg_raw>","familiarfauna"
"<familiarfauna:venison_cooked>","familiarfauna"
"<familiarfauna:venison_raw>","familiarfauna"
"<fenceoverhaul:acacia_overhauledfence>","fenceoverhaul"
"<fenceoverhaul:birch_overhauledfence>","fenceoverhaul"
"<fenceoverhaul:dark_oak_overhauledfence>","fenceoverhaul"
"<fenceoverhaul:jungle_overhauledfence>","fenceoverhaul"
"<fenceoverhaul:oak_overhauledfence>","fenceoverhaul"
"<fenceoverhaul:spruce_overhauledfence>","fenceoverhaul"
"<forge:bucketfilled>","forge"
"<inspirations:books>","inspirations"
"<inspirations:books:1>","inspirations"
"<inspirations:books:2>","inspirations"
"<inspirations:books:3>","inspirations"
"<inspirations:books:4>","inspirations"
"<inspirations:books:5>","inspirations"
"<inspirations:books:6>","inspirations"
"<inspirations:books:7>","inspirations"
"<inspirations:books:8>","inspirations"
"<inspirations:books:9>","inspirations"
"<inspirations:books:10>","inspirations"
"<inspirations:books:11>","inspirations"
"<inspirations:books:12>","inspirations"
"<inspirations:books:13>","inspirations"
"<inspirations:books:14>","inspirations"
"<inspirations:books:15>","inspirations"
"<inspirations:bookshelf>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:bookshelf>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 1 as short}})","inspirations"
"<inspirations:bookshelf>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 2 as short}})","inspirations"
"<inspirations:bookshelf>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 3 as short}})","inspirations"
"<inspirations:bookshelf>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 4 as short}})","inspirations"
"<inspirations:bookshelf>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 5 as short}})","inspirations"
"<inspirations:bookshelf>.withTag({texture: {id: ""traverse:fir_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:bookshelf:1>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:bookshelf:1>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 1 as short}})","inspirations"
"<inspirations:bookshelf:1>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 2 as short}})","inspirations"
"<inspirations:bookshelf:1>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 3 as short}})","inspirations"
"<inspirations:bookshelf:1>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 4 as short}})","inspirations"
"<inspirations:bookshelf:1>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 5 as short}})","inspirations"
"<inspirations:bookshelf:1>.withTag({texture: {id: ""traverse:fir_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:bookshelf:2>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:bookshelf:2>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 1 as short}})","inspirations"
"<inspirations:bookshelf:2>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 2 as short}})","inspirations"
"<inspirations:bookshelf:2>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 3 as short}})","inspirations"
"<inspirations:bookshelf:2>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 4 as short}})","inspirations"
"<inspirations:bookshelf:2>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 5 as short}})","inspirations"
"<inspirations:bookshelf:2>.withTag({texture: {id: ""traverse:fir_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:bookshelf:3>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:bookshelf:3>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 1 as short}})","inspirations"
"<inspirations:bookshelf:3>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 2 as short}})","inspirations"
"<inspirations:bookshelf:3>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 3 as short}})","inspirations"
"<inspirations:bookshelf:3>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 4 as short}})","inspirations"
"<inspirations:bookshelf:3>.withTag({texture: {id: ""minecraft:wooden_slab"", Count: 1 as byte, Damage: 5 as short}})","inspirations"
"<inspirations:bookshelf:3>.withTag({texture: {id: ""traverse:fir_slab"", Count: 1 as byte, Damage: 0 as short}})","inspirations"
"<inspirations:edibles>","inspirations"
"<inspirations:flower>","inspirations"
"<inspirations:flower:1>","inspirations"
"<inspirations:flower:2>","inspirations"
"<inspirations:flower:3>","inspirations"
"<inspirations:glass_door>","inspirations"
"<inspirations:glass_trapdoor>","inspirations"
"<inspirations:materials>","inspirations"
"<inspirations:mulch>","inspirations"
"<inspirations:mulch:1>","inspirations"
"<inspirations:mulch:2>","inspirations"
"<inspirations:mulch:3>","inspirations"
"<inspirations:mulch:4>","inspirations"
"<inspirations:mulch:5>","inspirations"
"<inspirations:mulch:6>","inspirations"
"<inspirations:mulch:7>","inspirations"
"<inspirations:path>","inspirations"
"<inspirations:path:1>","inspirations"
"<inspirations:path:2>","inspirations"
"<inspirations:path:3>","inspirations"
"<inspirations:rope>","inspirations"
"<inspirations:rope:1>","inspirations"
"<inspirations:rope:2>","inspirations"
"<ironchest:copper_iron_chest_upgrade>","ironchest"
"<ironchest:copper_iron_shulker_upgrade>","ironchest"
"<ironchest:copper_silver_chest_upgrade>","ironchest"
"<ironchest:copper_silver_shulker_upgrade>","ironchest"
"<ironchest:diamond_crystal_chest_upgrade>","ironchest"
"<ironchest:diamond_crystal_shulker_upgrade>","ironchest"
"<ironchest:diamond_obsidian_chest_upgrade>","ironchest"
"<ironchest:diamond_obsidian_shulker_upgrade>","ironchest"
"<ironchest:gold_diamond_chest_upgrade>","ironchest"
"<ironchest:gold_diamond_shulker_upgrade>","ironchest"
"<ironchest:iron_chest>","ironchest"
"<ironchest:iron_chest:1>","ironchest"
"<ironchest:iron_chest:2>","ironchest"
"<ironchest:iron_chest:3>","ironchest"
"<ironchest:iron_chest:4>","ironchest"
"<ironchest:iron_chest:5>","ironchest"
"<ironchest:iron_chest:6>","ironchest"
"<ironchest:iron_chest:7>","ironchest"
"<ironchest:iron_gold_chest_upgrade>","ironchest"
"<ironchest:iron_gold_shulker_upgrade>","ironchest"
"<ironchest:iron_shulker_box_black>","ironchest"
"<ironchest:iron_shulker_box_black:1>","ironchest"
"<ironchest:iron_shulker_box_black:2>","ironchest"
"<ironchest:iron_shulker_box_black:3>","ironchest"
"<ironchest:iron_shulker_box_black:4>","ironchest"
"<ironchest:iron_shulker_box_black:5>","ironchest"
"<ironchest:iron_shulker_box_black:6>","ironchest"
"<ironchest:iron_shulker_box_blue>","ironchest"
"<ironchest:iron_shulker_box_blue:1>","ironchest"
"<ironchest:iron_shulker_box_blue:2>","ironchest"
"<ironchest:iron_shulker_box_blue:3>","ironchest"
"<ironchest:iron_shulker_box_blue:4>","ironchest"
"<ironchest:iron_shulker_box_blue:5>","ironchest"
"<ironchest:iron_shulker_box_blue:6>","ironchest"
"<ironchest:iron_shulker_box_brown>","ironchest"
"<ironchest:iron_shulker_box_brown:1>","ironchest"
"<ironchest:iron_shulker_box_brown:2>","ironchest"
"<ironchest:iron_shulker_box_brown:3>","ironchest"
"<ironchest:iron_shulker_box_brown:4>","ironchest"
"<ironchest:iron_shulker_box_brown:5>","ironchest"
"<ironchest:iron_shulker_box_brown:6>","ironchest"
"<ironchest:iron_shulker_box_cyan>","ironchest"
"<ironchest:iron_shulker_box_cyan:1>","ironchest"
"<ironchest:iron_shulker_box_cyan:2>","ironchest"
"<ironchest:iron_shulker_box_cyan:3>","ironchest"
"<ironchest:iron_shulker_box_cyan:4>","ironchest"
"<ironchest:iron_shulker_box_cyan:5>","ironchest"
"<ironchest:iron_shulker_box_cyan:6>","ironchest"
"<ironchest:iron_shulker_box_gray>","ironchest"
"<ironchest:iron_shulker_box_gray:1>","ironchest"
"<ironchest:iron_shulker_box_gray:2>","ironchest"
"<ironchest:iron_shulker_box_gray:3>","ironchest"
"<ironchest:iron_shulker_box_gray:4>","ironchest"
"<ironchest:iron_shulker_box_gray:5>","ironchest"
"<ironchest:iron_shulker_box_gray:6>","ironchest"
"<ironchest:iron_shulker_box_green>","ironchest"
"<ironchest:iron_shulker_box_green:1>","ironchest"
"<ironchest:iron_shulker_box_green:2>","ironchest"
"<ironchest:iron_shulker_box_green:3>","ironchest"
"<ironchest:iron_shulker_box_green:4>","ironchest"
"<ironchest:iron_shulker_box_green:5>","ironchest"
"<ironchest:iron_shulker_box_green:6>","ironchest"
"<ironchest:iron_shulker_box_light_blue>","ironchest"
"<ironchest:iron_shulker_box_light_blue:1>","ironchest"
"<ironchest:iron_shulker_box_light_blue:2>","ironchest"
"<ironchest:iron_shulker_box_light_blue:3>","ironchest"
"<ironchest:iron_shulker_box_light_blue:4>","ironchest"
"<ironchest:iron_shulker_box_light_blue:5>","ironchest"
"<ironchest:iron_shulker_box_light_blue:6>","ironchest"
"<ironchest:iron_shulker_box_lime>","ironchest"
"<ironchest:iron_shulker_box_lime:1>","ironchest"
"<ironchest:iron_shulker_box_lime:2>","ironchest"
"<ironchest:iron_shulker_box_lime:3>","ironchest"
"<ironchest:iron_shulker_box_lime:4>","ironchest"
"<ironchest:iron_shulker_box_lime:5>","ironchest"
"<ironchest:iron_shulker_box_lime:6>","ironchest"
"<ironchest:iron_shulker_box_magenta>","ironchest"
"<ironchest:iron_shulker_box_magenta:1>","ironchest"
"<ironchest:iron_shulker_box_magenta:2>","ironchest"
"<ironchest:iron_shulker_box_magenta:3>","ironchest"
"<ironchest:iron_shulker_box_magenta:4>","ironchest"
"<ironchest:iron_shulker_box_magenta:5>","ironchest"
"<ironchest:iron_shulker_box_magenta:6>","ironchest"
"<ironchest:iron_shulker_box_orange>","ironchest"
"<ironchest:iron_shulker_box_orange:1>","ironchest"
"<ironchest:iron_shulker_box_orange:2>","ironchest"
"<ironchest:iron_shulker_box_orange:3>","ironchest"
"<ironchest:iron_shulker_box_orange:4>","ironchest"
"<ironchest:iron_shulker_box_orange:5>","ironchest"
"<ironchest:iron_shulker_box_orange:6>","ironchest"
"<ironchest:iron_shulker_box_pink>","ironchest"
"<ironchest:iron_shulker_box_pink:1>","ironchest"
"<ironchest:iron_shulker_box_pink:2>","ironchest"
"<ironchest:iron_shulker_box_pink:3>","ironchest"
"<ironchest:iron_shulker_box_pink:4>","ironchest"
"<ironchest:iron_shulker_box_pink:5>","ironchest"
"<ironchest:iron_shulker_box_pink:6>","ironchest"
"<ironchest:iron_shulker_box_purple>","ironchest"
"<ironchest:iron_shulker_box_purple:1>","ironchest"
"<ironchest:iron_shulker_box_purple:2>","ironchest"
"<ironchest:iron_shulker_box_purple:3>","ironchest"
"<ironchest:iron_shulker_box_purple:4>","ironchest"
"<ironchest:iron_shulker_box_purple:5>","ironchest"
"<ironchest:iron_shulker_box_purple:6>","ironchest"
"<ironchest:iron_shulker_box_red>","ironchest"
"<ironchest:iron_shulker_box_red:1>","ironchest"
"<ironchest:iron_shulker_box_red:2>","ironchest"
"<ironchest:iron_shulker_box_red:3>","ironchest"
"<ironchest:iron_shulker_box_red:4>","ironchest"
"<ironchest:iron_shulker_box_red:5>","ironchest"
"<ironchest:iron_shulker_box_red:6>","ironchest"
"<ironchest:iron_shulker_box_silver>","ironchest"
"<ironchest:iron_shulker_box_silver:1>","ironchest"
"<ironchest:iron_shulker_box_silver:2>","ironchest"
"<ironchest:iron_shulker_box_silver:3>","ironchest"
"<ironchest:iron_shulker_box_silver:4>","ironchest"
"<ironchest:iron_shulker_box_silver:5>","ironchest"
"<ironchest:iron_shulker_box_silver:6>","ironchest"
"<ironchest:iron_shulker_box_white>","ironchest"
"<ironchest:iron_shulker_box_white:1>","ironchest"
"<ironchest:iron_shulker_box_white:2>","ironchest"
"<ironchest:iron_shulker_box_white:3>","ironchest"
"<ironchest:iron_shulker_box_white:4>","ironchest"
"<ironchest:iron_shulker_box_white:5>","ironchest"
"<ironchest:iron_shulker_box_white:6>","ironchest"
"<ironchest:iron_shulker_box_yellow>","ironchest"
"<ironchest:iron_shulker_box_yellow:1>","ironchest"
"<ironchest:iron_shulker_box_yellow:2>","ironchest"
"<ironchest:iron_shulker_box_yellow:3>","ironchest"
"<ironchest:iron_shulker_box_yellow:4>","ironchest"
"<ironchest:iron_shulker_box_yellow:5>","ironchest"
"<ironchest:iron_shulker_box_yellow:6>","ironchest"
"<ironchest:silver_gold_chest_upgrade>","ironchest"
"<ironchest:silver_gold_shulker_upgrade>","ironchest"
"<ironchest:vanilla_copper_shulker_upgrade>","ironchest"
"<ironchest:vanilla_iron_shulker_upgrade>","ironchest"
"<ironchest:wood_copper_chest_upgrade>","ironchest"
"<ironchest:wood_iron_chest_upgrade>","ironchest"
"<malisisdoors:big_door_acacia_3x3>","malisisdoors"
"<malisisdoors:big_door_birch_3x3>","malisisdoors"
"<malisisdoors:big_door_dark_oak_3x3>","malisisdoors"
"<malisisdoors:big_door_iron_3x3>","malisisdoors"
"<malisisdoors:big_door_jungle_3x3>","malisisdoors"
"<malisisdoors:big_door_oak_3x3>","malisisdoors"
"<malisisdoors:big_door_rusty_3x3>","malisisdoors"
"<malisisdoors:big_door_spruce_3x3>","malisisdoors"
"<malisisdoors:camofencegate>","malisisdoors"
"<malisisdoors:carriage_door>","malisisdoors"
"<malisisdoors:curtain_black>","malisisdoors"
"<malisisdoors:curtain_blue>","malisisdoors"
"<malisisdoors:curtain_brown>","malisisdoors"
"<malisisdoors:curtain_cyan>","malisisdoors"
"<malisisdoors:curtain_gray>","malisisdoors"
"<malisisdoors:curtain_green>","malisisdoors"
"<malisisdoors:curtain_light_blue>","malisisdoors"
"<malisisdoors:curtain_lime>","malisisdoors"
"<malisisdoors:curtain_magenta>","malisisdoors"
"<malisisdoors:curtain_orange>","malisisdoors"
"<malisisdoors:curtain_pink>","malisisdoors"
"<malisisdoors:curtain_purple>","malisisdoors"
"<malisisdoors:curtain_red>","malisisdoors"
"<malisisdoors:curtain_silver>","malisisdoors"
"<malisisdoors:curtain_white>","malisisdoors"
"<malisisdoors:curtain_yellow>","malisisdoors"
"<malisisdoors:customdooritem>","malisisdoors"
"<malisisdoors:door_factory>","malisisdoors"
"<malisisdoors:factory_door>","malisisdoors"
"<malisisdoors:forcefielditem>","malisisdoors"
"<malisisdoors:garage_door>","malisisdoors"
"<malisisdoors:hitechdoor>","malisisdoors"
"<malisisdoors:iron_sliding_door>","malisisdoors"
"<malisisdoors:jail_door>","malisisdoors"
"<malisisdoors:laboratory_door>","malisisdoors"
"<malisisdoors:medieval_door>","malisisdoors"
"<malisisdoors:rustyhandle>","malisisdoors"
"<malisisdoors:rustyhatch>","malisisdoors"
"<malisisdoors:rustyladder>","malisisdoors"
"<malisisdoors:saloon>","malisisdoors"
"<malisisdoors:shoji_door>","malisisdoors"
"<malisisdoors:sliding_trapdoor>","malisisdoors"
"<malisisdoors:trapdoor_acacia>","malisisdoors"
"<malisisdoors:trapdoor_birch>","malisisdoors"
